0,1,2,3,4,5,6,7
VNM,Any Gender,Finance,Any Job Seniority,Any Company Size,Any Age Range,connected to big companies,2100
VNM,Any Gender,Finance,Any Job Seniority,Any Company Size,Any Age Range,connected to any,150000
VNM,Any Gender,Finance,Any Job Seniority,Any Company Size,55+,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,Any Company Size,55+,connected to any,460
VNM,Any Gender,Finance,Any Job Seniority,Any Company Size,35 to 54,connected to big companies,850
VNM,Any Gender,Finance,Any Job Seniority,Any Company Size,35 to 54,connected to any,18000
VNM,Any Gender,Finance,Any Job Seniority,Any Company Size,25 to 34,connected to big companies,1000
VNM,Any Gender,Finance,Any Job Seniority,Any Company Size,25 to 34,connected to any,98000
VNM,Any Gender,Finance,Any Job Seniority,Any Company Size,18 to 24,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,Any Company Size,18 to 24,connected to any,31000
VNM,Any Gender,Finance,Any Job Seniority,"10,001+ employees",Any Age Range,connected to big companies,620
VNM,Any Gender,Finance,Any Job Seniority,"10,001+ employees",Any Age Range,connected to any,38000
VNM,Any Gender,Finance,Any Job Seniority,"10,001+ employees",55+,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,"10,001+ employees",55+,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,"10,001+ employees",35 to 54,connected to big companies,320
VNM,Any Gender,Finance,Any Job Seniority,"10,001+ employees",35 to 54,connected to any,5000
VNM,Any Gender,Finance,Any Job Seniority,"10,001+ employees",25 to 34,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,"10,001+ employees",25 to 34,connected to any,24000
VNM,Any Gender,Finance,Any Job Seniority,"10,001+ employees",18 to 24,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,"10,001+ employees",18 to 24,connected to any,8700
VNM,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",Any Age Range,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",Any Age Range,connected to any,8400
VNM,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",55+,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",55+,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",35 to 54,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",35 to 54,connected to any,1300
VNM,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",25 to 34,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",25 to 34,connected to any,5500
VNM,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",18 to 24,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",18 to 24,connected to any,1500
VNM,Any Gender,Finance,Any Job Seniority,1001-5000 employees,Any Age Range,connected to big companies,300
VNM,Any Gender,Finance,Any Job Seniority,1001-5000 employees,Any Age Range,connected to any,16000
VNM,Any Gender,Finance,Any Job Seniority,1001-5000 employees,55+,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,1001-5000 employees,55+,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,1001-5000 employees,35 to 54,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,1001-5000 employees,35 to 54,connected to any,2200
VNM,Any Gender,Finance,Any Job Seniority,1001-5000 employees,25 to 34,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,1001-5000 employees,25 to 34,connected to any,10000
VNM,Any Gender,Finance,Any Job Seniority,1001-5000 employees,18 to 24,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,1001-5000 employees,18 to 24,connected to any,2900
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,Any Age Range,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,Any Age Range,connected to any,6300
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,55+,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,55+,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,35 to 54,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,35 to 54,connected to any,880
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,25 to 34,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,25 to 34,connected to any,4100
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,18 to 24,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,18 to 24,connected to any,1200
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,Any Age Range,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,Any Age Range,connected to any,5200
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,55+,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,55+,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,35 to 54,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,35 to 54,connected to any,750
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,25 to 34,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,25 to 34,connected to any,3400
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,18 to 24,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,18 to 24,connected to any,960
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,Any Age Range,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,Any Age Range,connected to any,8900
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,55+,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,55+,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,35 to 54,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,35 to 54,connected to any,1500
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,25 to 34,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,25 to 34,connected to any,5700
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,18 to 24,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,18 to 24,connected to any,1500
VNM,Any Gender,Finance,Any Job Seniority,11-50 employees,Any Age Range,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,11-50 employees,Any Age Range,connected to any,7400
VNM,Any Gender,Finance,Any Job Seniority,11-50 employees,55+,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,11-50 employees,55+,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,11-50 employees,35 to 54,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,11-50 employees,35 to 54,connected to any,1100
VNM,Any Gender,Finance,Any Job Seniority,11-50 employees,25 to 34,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,11-50 employees,25 to 34,connected to any,4600
VNM,Any Gender,Finance,Any Job Seniority,11-50 employees,18 to 24,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,11-50 employees,18 to 24,connected to any,1600
VNM,Any Gender,Finance,Any Job Seniority,2-10 employees,Any Age Range,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,2-10 employees,Any Age Range,connected to any,4800
VNM,Any Gender,Finance,Any Job Seniority,2-10 employees,55+,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,2-10 employees,55+,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,2-10 employees,35 to 54,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,2-10 employees,35 to 54,connected to any,600
